Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"An empirical study of WIP in kanban teams","Dag I. K. Sjøberg","University of Oslo and SINTEF Digital, Trondheim, Norway","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","8","Background: Limiting the amount of Work-In-Progress (WIP) is considered a fundamental principle in Kanban software development. However, no published studies from real cases exist that indicate what an optimal WIP limit should be. Aims: The primary aim is to study the effect of WIP on the performance of a Kanban team. The secondary aim is to illustrate methodological challenges when attempting to identify an optimal or appropriate WIP limit. Method: A quantitative case study was conducted in a software company that provided information about more than 8,000 work items developed over four years by five teams. Relationships between WIP, lead time and productivity were analyzed. Results: WIP correlates with lead time; that is, lower WIP indicates shorter lead times, which is consistent with claims in the literature. However, WIP also correlates with productivity, which is inconsistent with the claim in the literature that a low WIP (still above a certain threshold) will improve productivity. The collected data set did not include sufficient information to measure aspects of quality. There are several threats to the way productivity was measured. Conclusions: Indicating an optimal WIP limit is difficult in the studied company because a changing WIP gives contrasting results on different team performance variables. Because the effect of WIP has not been quantitatively examined before, this study clearly needs to be replicated in other contexts. In addition, studies that include other team performance variables, such as various aspects of quality, are requested. The methodological challenges illustrated in this paper need to be addressed.","","","10.1145/3239235.3239238","","https://dl.acm.org/doi/pdf/10.1145/3239235.3239238","","Software development process management","","","","0","198","","","","","",""
"A scalable and efficient approach for compiling and analyzing commit history","Pooyan Behnamghader; Patavee Meemeng; Iordanis Fostiropoulos; Di Huang; Kamonphop Srisopha; Barry Boehm","University of Southern Califronia; University of Southern Califronia; University of Southern Califronia; University of Southern Califronia; University of Southern Califronia; University of Southern Califronia","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","10","Background: Researchers oftentimes measure quality metrics only in the changed files when analyzing software evolution over commit-history. This approach is not suitable for compilation and using program analysis techniques that require byte-code. At the same time, compiling the whole software not only is costly but may also leave us with many uncompilable and unanalyzed revisions. Aims: We intend to demonstrate if analyzing changes in a module results in achieving a high compilation ratio and a better understanding of software quality evolution. Method: We conduct a large-scale multi-perspective empirical study on 37838 distinct revisions of the core module of 68 systems across Apache, Google, and Netflix to assess their compilability and identify when the software is uncompilable as a result of a developer's fault. We study the characteristics of uncompilable revisions and analyze compilable ones to understand the impact of developers on software quality. Results: We achieve high compilation ratios: 98.4% for Apache, 99.0% for Google, and 94.3% for Netflix. We identify 303 sequences of uncompile commits and create a model to predict uncompilability based on commit metadata with an F1-score of 0.89 and an AUC of 0.96. We identify statistical differences between the impact of affiliated and external developers of organizations. Conclusions: Focusing on a module results in a more complete and accurate software evolution analysis, reduces the cost and complexity, and facilitates manual inspection.","","","10.1145/3239235.3239237","","https://dl.acm.org/doi/pdf/10.1145/3239235.3239237","","Software configuration management and version control systems","","","","1","221","","","","","",""
"Calibrating use case points using bayesian analysis","Kan Qi; Anandi Hira; Elaine Venson; Barry W. Boehm","University of Southern California; University of Southern California; University of Southern California; University of Southern California","ESEM '18: Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2018","","","1","10","Background: Use Case Points (UCPs) have been widely used to estimate software size for object-oriented projects. Yet, many research papers criticize the UCPs methodology for not being verified and validated with data, leading to inaccurate size estimates.","","","10.1145/3239235.3239236","","https://dl.acm.org/doi/pdf/10.1145/3239235.3239236","","Software development process management","","","","3","91","","","","","",""
"Security vulnerabilities in categories of clones and non-cloned code: an empirical study","Md Rakibul Islam; Minhaz F. Zibran; Aayush Nagpal","University of New Orleans; University of New Orleans; University of New Orleans","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","20","29","<u>Background</u>: Software security has drawn immense importance in the recent years. While efforts are expected in minimizing security vulnerabilities in source code, the developers' practice of code cloning often causes multiplication of such vulnerabilities and program faults. Although previous studies examined the bug-proneness, stability, and changeability of clones against non-cloned code, the security aspects remained ignored. <u>Aims</u>: The objective of this work is to explore and understand the security vulnerabilities and their severity in different types of clones compared to non-clone code. <u>Method</u>: Using a state-of-the-art clone detector and two reputed security vulnerability detection tools, we detect clones and vulnerabilities in 8.7 million lines of code over 34 software systems. We perform a comparative study of the vulnerabilities identified in different types of clones and non-cloned code. The results are derived based on quantitative analyses with statistical significance. <u>Results</u>: Our study reveals that the security vulnerabilities found in code clones have higher severity of security risks compared to those in non-cloned code. However, the proportion (i.e., density) of vulnerabilities in clones and non-cloned code does not have any significant difference. <u>Conclusion</u>: The findings from this work add to our understanding of the characteristics and impacts of clones, which will be useful in clone-aware software development with improved software security.","","","10.1109/ESEM.2017.9","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.9","","","","","","0","62","","","","","",""
"Code churn: a neglected metric in effort-aware just-in-time defect prediction","Jinping Liu; Yuming Zhou; Yibiao Yang; Hongmin Lu; Baowen Xu","Nanjing University, China and Jiangsu University; Nanjing University, China; Nanjing University, China; Nanjing University, China; Nanjing University, China","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","11","19","Background: An increasing research effort has devoted to just-in-time (JIT) defect prediction. A recent study by Yang et al. at FSE'16 leveraged individual change metrics to build unsupervised JIT defect prediction model. They found that many unsupervised models performed similarly to or better than the state-of-the-art supervised models in effort-aware JIT defect prediction. Goal: In Yang et al.'s study, code churn (i.e. the change size of a code change) was neglected when building unsupervised defect prediction models. In this study, we aim to investigate the effectiveness of code churn based unsupervised defect prediction model in effort-aware JIT defect prediction. Methods: Consistent with Yang et al.'s work, we first use code churn to build a code churn based unsupervised model (CCUM). Then, we evaluate the prediction performance of CCUM against the state-of-the-art supervised and unsupervised models under the following three prediction settings: cross-validation, time-wise cross-validation, and cross-project prediction. Results: In our experiment, we compare CCUM against the state-of-the-art supervised and unsupervised JIT defect prediction models. Based on six open-source projects, our experimental results show that CCUM performs better than all the prior supervised and unsupervised models. Conclusions: The result suggests that future JIT defect prediction studies should use CCUM as a baseline model for comparison when a novel model is proposed.","","","10.1109/ESEM.2017.8","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.8","","Risk management","","","","2","104","","","","","",""
"Are one-time contributors different?: a comparison to core and periphery developers in FLOSS repositories","Amanda Lee; Jeffrey C. Carver","University of Alabama; University of Alabama","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","1","10","Context: Free/Libre Open Source Software (FLOSS) communities consist of different types of contributors. Core contributors and peripheral contributors work together to create a successful project, each playing a different role. One-Time Contributors (OTCs), who are on the very fringe of the peripheral developers, are largely unstudied despite offering unique insights into the development process. In a prior survey, we identified OTCs and discovered their motivations and barriers. Aims: The objective of this study is to corroborate the survey results and provide a better understand of OTCs. We compare OTCs to other peripheral and core contributors to determine whether they are distinct. Method: We mined data from the same code-review repository used to identify survey respondents in our previous study. After identifying each contributor as core, periphery, or OTC, we compared them in terms of patch size, time interval from submission to decision, the nature of their conversations, and patch acceptance rates. Results: We identified a continuum between core developers and OTCs. OTCs create smaller patches, face longer time intervals between patch submission and rejection, have longer review conversations, and face lower patch acceptance rates. Conversely, core contributors create larger patches, face shorter time intervals for feedback, have shorter review conversations, and have patches accepted at the highest rate. The peripheral developers fall in between the OTCs and the core contributors. Conclusion: OTCs do, in fact, face the barriers identified in our prior survey. They represent a distinct group of contributors compared to core and peripheral developers.","","","10.1109/ESEM.2017.7","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.7","","","","","","8","64","","","","","",""
"Assessing the intuitiveness of qualitative contribution relationships in goal models: an exploratory experiment","Sotirios Liaskos; Alexis Ronse; Mehrnaz Zhian","York University, Toronto, ON, Canada; York University, Toronto, ON, Canada; York University, Toronto, ON, Canada","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","466","471","[<u>Background</u>]: Developing conceptual models is an integral part of the requirements engineering (RE) process. Goal models are requirements engineering conceptual models that allow diagrammatic representation of stakeholder intentions and how they affect each other. A specific goal modeling language construct, the contribution of goal satisfaction of one goal to another, plays a central role in supporting decision problem exploration within goal models. [<u>Aims</u>]: We report on an experiment whose aim was to measure the user perception of the meaning of the aforementioned modeling construct. [<u>Method</u>]: A set of contributions under different scenarios were given to experimental participants who were asked what they thought the effect of the contribution was. [<u>Results</u>]: We found that participants are not always in agreement either within themselves or with the designers' intentions on the meaning of the language. [<u>Conclusions</u>]: The results call for possible adaptations to the way goal modeling languages are used.","","","10.1109/ESEM.2017.69","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.69","","Human computer interaction (HCI)","","","","0","28","","","","","",""
"Structured synthesis method: the evidence factory tool","Paulo Sérgio Medeiros dos Santos; Guilherme Horta Travassos","PESC/COPPE/UFRJ, Rio de Janeiro, Brazil; PESC/COPPE/UFRJ, Rio de Janeiro, Brazil","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","480","481","<u>Background</u>: research synthesis is still challenge in Software Engineering due to the heterogeneity of primary studies in the area. Also, it generates a significant volume of information which is complex to manage. <u>Aims</u>: to provide support to this kind of studies in SE. <u>Method</u>: we present the Evidence Factory, a tool designed to support the Structured Synthesis Method (SSM). SSM is a research synthesis method that can be used to aggregate both quantitative and qualitative studies. It is a kind of integrative synthesis method, such as meta-analysis, but has several features from interpretative methods, such as meta-ethnography, particularly those concerned with conceptual development. <u>Results</u>: the tool is a web-based infrastructure, which supports the organization of synthesis studies. Researchers can compare findings from different studies by modeling their results according to the evidence meta-model. After deciding whether the evidence can be combined, the tool automatically computes the uncertainty associated with the aggregated results using the formalisms from the Mathematical Theory of Evidence. <u>Conclusion</u>: the tool was used in real synthesis studies and is freely available for the SE community.","","","10.1109/ESEM.2017.68","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.68","","","","","","0","33","","","","","",""
"A comparison of dictionary building methods for sentiment analysis in software engineering text","Md Rakibul Islam; Minhaz F. Zibran","University of New Orleans; University of New Orleans","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","478","479","Sentiment Analysis (SA) in Software Engineering (SE) texts suffers from low accuracies primarily due to the lack of an effective dictionary. The use of a domain-specific dictionary can improve the accuracy of SA in a particular domain. Building a domain dictionary is not a trivial task. The performance of lexical SA also varies based on the method applied to develop the dictionary. This paper includes a quantitative comparison of four dictionaries representing distinct dictionary building methods to identify which methods have higher/lower potential to perform well in constructing a domain dictionary for SA in SE texts.","","","10.1109/ESEM.2017.67","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.67","","Platform power issues","","","","1","38","","","","","",""
"Beyond boxes and lines: creating and empirically evaluating alternative visualizations for requirements conceptual models","Sotirios Liaskos; Teodora Dundjerovic; Norah Alothman","York University, Toronto, ON, Canada; York University, Toronto, ON, Canada; York University, Toronto, ON, Canada","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","476","477","[<u>Background</u>]: Conceptual modeling languages have been widely studied in requirements engineering as tools for capturing, representing and reasoning about domain problems. One of these languages, goal models, has been proposed for representing the structure of stakeholder intentions. Like most other conceptual modeling languages, goal models are visualized using box-and-line diagrammatic notations. But is this box-and-line approach the best way for visualizing goals and relationships thereof? [<u>Aims</u>]: Through a series of experimental studies we have recently endeavored to find out. In this presentation, we describe features of our alternative visualization proposals and present experiences gained from our attempts to empirically evaluate them. [<u>Results</u>]: Central to what we learned is the usefulness of distinguishing between language visualization and intended language semantics and of measuring the degree by which the former serves correct recognition of the latter. [<u>Conclusions</u>]: Our experience from these studies could be useful for those interested in experimentally-driven conceptual modeling language design.","","","10.1109/ESEM.2017.66","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.66","","Modeling methodologies","","","","0","34","","","","","",""
"An empirical study of open source virtual reality software projects","Irving Rodriguez; Xiaoyin Wang","University of Texas at San Antonio; University of Texas at San Antonio","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","474","475","In this paper, we present an empirical study of 1,156 open source virtual reality (VR) projects from Unity List. Our study shows that the number of open source VR software projects are steadily growing, and some large projects attracting many developers are emerging. The most popular topic of VR software is still games. We also found that VR developers often face miss-commit of automatically generated files.","","","10.1109/ESEM.2017.65","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.65","","","","","","1","30","","","","","",""
"Identifying software decays: a system usage perspective","Ashirul Mubin; Meng Kuai","The University of Alabama; The University of Alabama","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","472","473","The value of a software product diminishes due to emerging new requirements and gradual changes in system usage patterns over its lifespan, including other direct or indirect impacts from the surrounding environment. Often new requirements or changes cannot be addressed instantly; therefore, the system becomes less effective with incompatible or unused features, gradually degrading the overall value of its services. We term this as software decay. In this paper, we attempt to discover this decay during earlier stages in the usage cycle; and measure it by quantifying its system value based on the access rates of its prime features that are necessary to perform its due services for the intended users.","","","10.1109/ESEM.2017.64","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.64","","","","","","0","19","","","","","",""
"Describing what experimental software engineering experts do when they design their experiments: a qualitative study","Liliane Fonseca; Sergio Soares; Carolyn Seaman","Federal University of Pernambuco (UFPE), Recife, Brazil; Federal University of Pernambuco (UFPE), Recife, Brazil; University of Maryland","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","211","216","Background: Although there has been a significant amount of research focused on designing and conducting controlled experiments, few studies report how experienced experimental software engineering researchers actually design and conduct their studies. Aims: This study aimed to offer a practical perspective from their viewpoint regarding controlled experiment planning. Method: We collected data through semi-structured interviews from 11 researchers, and we used qualitative analysis methods from the grounded theory approach to analyze them. Result: Although the complete study presents four research questions, in this paper, we answer the first one. As a result, we present a preliminary result about what these experts actually do when they design experiments. Conclusions: This work contributes to a better understanding of the practical performance of experimental software engineering.","","","10.1109/ESEM.2017.63","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.63","","","","","","0","59","","","","","",""
"Issues and opportunities for human error-based requirements inspections: an exploratory study","Vaibhav Anu; Gursimran Walia; Wenhua Hu; Jeffrey C. Carver; Gary Bradshaw","North Dakota State University; North Dakota State University; University of Alabama; University of Alabama; Mississippi State University","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","460","465","[Background] Software inspections are extensively used for requirements verification. Our research uses the perspective of human cognitive failures (i.e., human errors) to improve the fault detection effectiveness of traditional fault-checklist based inspections. Our previous evaluations of a formal human error based inspection technique called Error Abstraction and Inspection (EAI) have shown encouraging results, but have also highlighted a real need for improvement. [Aims and Method] The goal of conducting the controlled study presented in this paper was to identify the specific tasks of EAI that inspectors find most difficult to perform and the strategies that successful inspectors use when performing the tasks. [Results] The results highlighted specific pain points of EAI that can be addressed by improving the training and instrumentation.","","","10.1109/ESEM.2017.62","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.62","","Requirements analysis","","","","0","80","","","","","",""
"Agile quality requirements engineering challenges: first results from a case study","Wasim Alsaqaf; Maya Daneva; Roel Wieringa","University of Twente, Enschede, the Netherlands; University of Twente, Enschede, the Netherlands; University of Twente, Enschede, the Netherlands","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","454","459","Agile software development methods have become increasingly popular in the last years. Despite their popularity, they have been criticized for focusing on delivering functional requirements and neglecting the quality requirements. Several studies have reported this shortcoming. However, there is little known about the challenges organizations currently face when dealing with quality requirements. Based on a qualitative exploratory case study, this research investigated real life large-scale distributed Agile projects to understand the challenges Agile teams face regarding quality requirements. Eighteen semi-structured open-ended in-depth interviews were conducted with Agile practitioners representing six different organizations in the Netherlands. Based on the analysis of the collected data, we have identified nine challenges Agile practitioners face when engineering quality requirements in large-scale distributed Agile projects that could harm the implementation of the quality requirements and result in neglecting them.","","","10.1109/ESEM.2017.61","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.61","","","","","","0","129","","","","","",""
"What the job market wants from requirements engineers?: an empirical analysis of online job ads from the netherlands","Maya Daneva; Chong Wang; Patrick Hoener","University of Twente, Enschede, the Netherlands; Wuhan University, Wuhan, China; University of Twente, Enschede, the Netherlands","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","448","453","Recently, the requirements engineering (RE) community recognized the increasing need for understanding how industry perceives the jobs of requirements engineers and their most important qualifications. This study contributes to the community's research effort on this topic. Based on an analysis of RE job ads in 2015 from the Netherlands' three most popular online IT-job portals, we identified those task and skill related qualifications that employers demand from RE job seekers. We found that the job titles used in industry for the specialists that the RE community calls `requirements engineers', are `Product Owner' and `Analyst', be it Information Analyst, Application Analyst, or Data Analyst. Those professionals supposed to perform RE tasks also take responsibility for additional tasks including quality assurance, realization and deployment, and project management. The most in-demand skills are soft skills: proficiency in Dutch and English, plus communication and analytical skills. RE is perceived as an occupation for experts, with 23% of all job ads asking explicitly for RE experience and 63% asking for experience similar to RE.","","","10.1109/ESEM.2017.60","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.60","","","","","","2","71","","","","","",""
"On software productivity analysis with propensity score matching","Masateru Tsunoda; Sousuke Amasaki","Kindai University, Higashiosaka, Japan; Okayama Prefectural University, Soja, Japan","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","436","441","[Context:] Software productivity analysis is an essential activity for software process improvement. It specifies critical factors to be resolved or accepted from project data. As the nature of project data is observational, not experimental, the project data involves bias that can cause spurious relationships among analyzed factors. Analysis methods based on linear regression suffer from the spurious relationships and sometimes lead an inappropriate causal relation. The propensity score is a solution for this problem but has rarely been used. [Objective:] To investigate what differences the use of propensity score brings to software productivity analysis in comparison to a conventional method. [Method:] We revisited classical software productivity analyses on ISBSG and Finnish datasets. The differences of critical factors between the propensity score and the linear regression were investigated. [Results:] Both analysis methods specified different critical factors on the two datasets. The specified factors were both reasonable to some extent, and further considerations are needed for the propensity score results. [Conclusions:] The use of propensity score can lead new possible factors to be tackled. Although the contradiction does not necessarily indicate a flaw of the linear regression, the results by the propensity score should also be noticed for better actions.","","","10.1109/ESEM.2017.59","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.59","","","","","","1","27","","","","","",""
"How does machine translated user interface affect user experience?: a study on android apps","Xue Qin; Smitha Holla; Liang Huang; Lymari Montijo; Dylan Aguirre; Xiaoyin Wang","University of Texas at San Antonio; University of Texas at San Antonio; Oregon State University; University of Texas at San Antonio; University of Texas at San Antonio; University of Texas at San Antonio","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","430","435","For global-market-oriented software applications, it is required that their user interface be translated to local languages so that users from different areas in the world can use the software. A long-term practice in software industry is to hire professional translators or translation companies to perform the translation. However, due to the large number of user-interface labels and target languages, this is often too expensive for software providers, especially cost-sensitive providers such as personal developers of mobile apps. As natural language processing and machine techniques advance, more mature machine translation techniques are providing a cheap though imperfect alternative, and the Google Translation service has already been widely used for translating websites and apps. However, the effect of lower translation quality on user experience has not been well studied yet. In this paper, we present a user study on 6 popular Android apps, which involves 24 participants performing tasks on app variants with 4 different translation quality levels and 2 target languages: Spanish and Chinese. From our study, we acquire the following 3 major findings, including (1) compared with original versions, machine translated versions of apps have similar task completion rate and efficiency on most studied apps; (2) machine translated versions have more tasks completed with flaws such unnecessary steps and missed optional steps, and (3) users are not satisfied with the GUI of machine translated versions and the two major complaints are misleading labels of input boxes, and unclear translation of items in option lists.","","","10.1109/ESEM.2017.58","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.58","","","","","","0","39","","","","","",""
"House of cards: code smells in open-source C# repositories","Tushar Sharma; Marios Fragkoulis; Diomidis Spinellis","Athens University of Economics and Business, Athens, Greece; Athens University of Economics and Business, Athens, Greece; Athens University of Economics and Business, Athens, Greece","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","424","429","Background: Code smells are indicators of quality problems that make a software hard to maintain and evolve. Given the importance of smells in the source code's maintainability, many studies have explored the characteristics of smells and analyzed their effects on the software's quality.","","","10.1109/ESEM.2017.57","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.57","","Software maintenance","","","","1","78","","","","","",""
"Mining version control system for automatically generating commit comment","Yuan Huang; Qiaoyang Zheng; Xiangping Chen; Yingfei Xiong; Zhiyong Liu; Xiaonan Luo","Sun Yat-sen University, Guangzhou, China and National Engineering Research Center of Digital Life, Guangzhou, China; Sun Yat-sen University, Guangzhou, China and National Engineering Research Center of Digital Life, Guangzhou, China; National Engineering Research Center of Digital Life, Guangzhou, China and Sun Yat-sen University, Guangzhou, China; Peking University, Beijing, China; Sun Yat-sen University, Guangzhou, China and National Engineering Research Center of Digital Life, Guangzhou, China; Sun Yat-sen University, Guangzhou, China and National Engineering Research Center of Digital Life, Guangzhou, China","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","414","423","Commit comments increasingly receive attention as an important complementary component in code change comprehension. To address the comment scarcity issue, a variety of automatic approaches for commit comment generation have been intensively proposed. However, most of these approaches mechanically outline a superficial level summary of the changed software entities, the change intent behind the code changes is lost (e.g., the existing approaches cannot generate such comment: fixing null pointer exception). Considering the comments written by developers often describe the intent behind the code change, we propose a method to automatically generate commit comment by reusing the existing comments in version control system. Specifically, for an input commit, we apply syntax, semantic, pre-syntax, and pre-semantic similarities to discover the similar commits from half a million commits, and recommend the reusable comments to the input commit from the ones of the similar commits. We evaluate our approach on 7 projects. The results show that 9.1% of the generated comments are good, 27.7% of the generated comments need minor fix, and 63.2% are bad, and we also analyze the reasons that make a comment available or unavailable.","","","10.1109/ESEM.2017.56","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.56","","","","","","4","93","","","","","",""
"Common bug-fix patterns: a large-scale observational study","Eduardo C. Campos; Marcelo A. Maia","Federal University of Uberkândia, Brazil; Federal University of Uberlândia, Brazil","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","404","413","[Background]: There are more bugs in real-world programs than human programmers can realistically address. Several approaches have been proposed to aid debugging. A recent research direction that has been increasingly gaining interest to address the reduction of costs associated with defect repair is automatic program repair. Recent work has shown that some kind of bugs are more suitable for automatic repair techniques. [Aim]: The detection and characterization of common bug-fix patterns in software repositories play an important role in advancing the field of automatic program repair. In this paper, we aim to characterize the occurrence of known bug-fix patterns in Java repositories at an unprecedented large scale. [Method]: The study was conducted for Java GitHub projects organized in two distinct data sets: the first one (i.e., Boa data set) contains more than 4 million bug-fix commits from 101,471 projects and the second one (i.e., Defects4J data set) contains 369 real bug fixes from five open-source projects. We used a domain-specific programming language called Boa in the first data set and conducted a manual analysis on the second data set in order to confront the results. [Results]: We characterized the prevalence of the five most common bug-fix patterns (identified in the work of Pan et al.) in those bug fixes. The combined results showed direct evidence that developers often forget to add IF preconditions in the code. Moreover, 76% of bug-fix commits associated with the IF-APC bug-fix pattern are isolated from the other four bug-fix patterns analyzed. [Conclusion]: Targeting on bugs that miss preconditions is a feasible alternative in automatic repair techniques that would produce a relevant payback.","","","10.1109/ESEM.2017.55","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.55","","Software testing and debugging","","","","1","89","","","","","",""
"Characterizing software engineering work with personas based on knowledge worker actions","Denae Ford; Thomas Zimmermann; Christian Bird; Nachiappan Nagappan","North Carolina State University; Microsoft Research; Microsoft Research; Microsoft Research","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","394","403","Mistaking versatility for universal skills, some companies tend to categorize all software engineers the same not knowing a difference exists. For example, a company may select one of many software engineers to complete a task, later finding that the engineer's skills and style do not match those needed to successfully complete that task. This can result in delayed task completion and demonstrates that a one-size fits all concept should not apply to how software engineers work. In order to gain a comprehensive understanding of different software engineers and their working styles we interviewed 21 participants and surveyed 868 software engineers at a large software company and asked them about their work in terms of knowledge worker actions. We identify how tasks, collaboration styles, and perspectives of autonomy can significantly effect different approaches to software engineering work. To characterize differences, we describe empirically informed personas on how they work. Our defined software engineering personas include those with focused debugging abilities, engineers with an active interest in learning, experienced advisors who serve as experts in their role, and more. Our study and results serve as a resource for building products, services, and tools around these software engineering personas.","","","10.1109/ESEM.2017.54","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.54","","","","","","3","64","","","","","",""
"Looking for peace of mind?: manage your (technical) debt: an exploratory field study","Hadi Ghanbari; Terese Besker; Antonio Martini; Jan Bosch","University of Jyvaskyla, Jyväskylä, Finland; Chalmers University of Technology, Göteborg, Sweden; Chalmers University of Technology, Göteborg, Sweden; Chalmers University of Technology, Göteborg, Sweden","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","384","393","Background: In the last two decades Technical Debt (TD) has received a considerable amount of attention from software engineering research and practice. Recently, a small group of studies suggests that, in addition to its technical and economic consequences, TD can affect developers' psychological states and morale. However, until now there has been a lack of empirical research clarifying such influences. Aims: In this study, we aim at taking the first step in filling this gap by investigating the potential impacts of TD and its management on developers' morale. Method: Drawing from previous literature on morale, we decided to explore the influence of TD and its management on three dimensions of morale called affective, future/goal, and interpersonal antecedents. In so doing, we conducted an exploratory field study and collected data from software professionals active in different industrial domains through eight qualitative interviews and an online survey (n=33). Results: Our results indicate that TD mainly has a negative influence on future/goal and affective antecedents of morale. This is mainly because the occurrence of TD hinders developers from performing their tasks and achieving their goals. TD management, on the other hand, has a positive influence on all the three dimensions of morale since it is associated with positive feelings and interpersonal feedback as well as a sense of progress. Conclusions: According to the results of this empirical study, the occurrence of TD reduces developers' morale, while its management increases developers' morale.","","","10.1109/ESEM.2017.53","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.53","","","","","","0","62","","","","","",""
"An exploratory analysis of a hybrid OSS company's forum in search of sales leads","Myriam Munezero; Tero Kojo; Tomi Männistö","University of Helsinki, Helsinki, Finland; The Qt Company, Espoo, Finland; University of Helsinki, Helsinki, Finland","ESEM '17: Proceedings of the 11th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","","2017","","","442","447","Background: Online forums are instruments through which information or problems are shared and discussed, including expressions of interests and intentions.","","","10.1109/ESEM.2017.52","","https://dl.acm.org/doi/pdf/10.1109/ESEM.2017.52","","","","","","0","27","","","","","",""
