Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Towards requirements aware systems: Run-time resolution of design-time assumptions","Kristopher Welsh; Pete Sawyer; Nelly Bencomo","School of Computing & Communications, InfoLab21, Lancaster University, UK; School of Computing & Communications, InfoLab21, Lancaster University, UK; INRIA Paris - Rocquencourt, Le Chesnay, Franceaine de Voluceau, B.P.105, 78153, France","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","560","563","In earlier work we proposed the idea of requirements-aware systems that could introspect about the extent to which their goals were being satisfied at runtime. When combined with requirements monitoring and self adaptive capabilities, requirements awareness should help optimize goal satisfaction even in the presence of changing run-time context. In this paper we describe initial progress towards the realization of requirements-aware systems with REAssuRE. REAssuRE focuses on explicit representation of assumptions made at design time. When such assumptions are shown not to hold, REAssuRE can trigger system adaptations to alternative goal realization strategies.","","","10.1109/ASE.2011.6100125","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100125","","","","","","18","82","","","","","",""
"Search-based fault localization","Shaowei Wang; David Lo; Lingxiao Jiang; Lucia; Hoong Chuin Lau","School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore; School of Information Systems, Singapore Management University, Singapore","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","556","559","Many spectrum-based fault localization measures have been proposed in the literature. However, no single fault localization measure completely outperforms others: a measure which is more accurate in localizing some bugs in some programs is less accurate in localizing other bugs in other programs. This paper proposes to compose existing spectrum-based fault localization measures into an improved measure. We model the composition of various measures as an optimization problem and present a search-based approach to explore the space of many possible compositions and output a heuristically near optimal composite measure. We employ two search-based strategies including genetic algorithm and simulated annealing to look for optimal solutions and compare the effectiveness of the resulting composite measures on benchmark software systems. Compared to individual spectrum-based fault localization techniques, our composite measures perform statistically significantly better.","","","10.1109/ASE.2011.6100124","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100124","","Software testing and debugging","","","","8","190","","","","","",""
"Enhancing architectural recovery using concerns","Joshua Garcia; Daniel Popescu; Chris Mattmann; Nenad Medvidovic; Yuanfang Cai","Computer Science Department, University of Southern California, Los Angeles, 90089, USA; Computer Science Department, University of Southern California, Los Angeles, 90089, USA; Jet Propulsion Laboratory, California Inst. of Technology, Pasadena, 91109, USA; Computer Science Department, University of Southern California, Los Angeles, 90089, USA; Computer Science Department, Drexel University, Philadelphia, PA 19104, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","552","555","Architectures of implemented software systems tend to drift and erode as they are maintained and evolved. To properly understand such systems, their architectures must be recovered from implementation-level artifacts. Many techniques for architectural recovery have been proposed, but their degrees of automation and accuracy remain unsatisfactory. To alleviate these shortcomings, we present a machine learning-based technique for recovering an architectural view containing a system's components and connectors. Our approach differs from other architectural recovery work in that we rely on recovered software concerns to help identify components and connectors. A concern is a software system's role, responsibility, concept, or purpose. We posit that, by recovering concerns, we can improve the correctness of recovered components, increase the automation of connector recovery, and provide more comprehensible representations of architectures.","","","10.1109/ASE.2011.6100123","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100123","","","","","","20","150","","","","","",""
"Mixed constraints for test input generation - An initial exploration","Shadi Abdul Khalek; Vidya Priyadarshini Narayanan; Sarfraz Khurshid","The University of Texas at Austin, USA; The University of Texas at Austin, USA; The University of Texas at Austin, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","548","551","The use of specifications provides an effective technique to automate testing. A form of specification that automates generation of test inputs is logical constraints that define properties of desired inputs. Recent advances in constraint solving technology have made the use of constraints particularly attractive. However, manually writing constraints to define complex inputs to real-world programs can pose a significant burden on the user and restrict their wider use. We envision a novel approach to facilitate the use of constraints: to provide a mixed notation for writing the properties. Our key insight is that different properties can lend to easier formulation using different programming paradigms. Thus, a notation that supports more than one paradigm, e.g., declarative and imperative paradigms, can enable achieving a sweet-spot in minimizing the manual effort required in constraint formulation. Moreover, solving such constraints is also likely to be more efficient as different properties may require different paradigms for more direct and accurate representation. This paper presents our vision and gives an illustration to make a case for the usefulness of such a notation.","","","10.1109/ASE.2011.6100122","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100122","","","","","","4","53","","","","","",""
"Domain and value checking of web application invocation arguments","William G. J. Halfond","University of Southern California, Los Angeles, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","544","547","Invocations are widely used by many web applications, but have been found to be a common source of errors. This paper presents a new technique that can statically verify that an invocation's set of argument names, types, and request method match the constraints of a target interface. An empirical evaluation of the technique shows that it is successful at identifying previously unknown errors in web applications.","","","10.1109/ASE.2011.6100121","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100121","","","","","","0","276","","","","","",""
"An adaptive approach to impact analysis from change requests to source code","Malcom Gethers; Huzefa Kagdi; Bogdan Dit; Denys Poshyvanyk","Computer Science Department, The College of William and Mary, Williamsburg, VA 23185, USA; Department of Electrical Engineering and Computer Science, Wichita State University, KS 67260, USA; Computer Science Department, The College of William and Mary, Williamsburg, VA 23185, USA; Computer Science Department, The College of William and Mary, Williamsburg, VA 23185, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","540","543","The paper presents an adaptive approach to perform impact analysis from a given change request (e.g., a bug report) to source code. Given a textual change request, a single snapshot (release) of source code, indexed using Latent Semantic Indexing, is used to estimate the impact set. Additionally, the approach configures the best-fit combination of information retrieval, dynamic analysis, and data mining of past source code commits to produce an improved impact set. The tandem operation of the three techniques sets it apart from other related solutions.","","","10.1109/ASE.2011.6100120","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100120","","","","","","6","147","","","","","",""
"Symbolic search-based testing","Arthur Baars; Mark Harman; Youssef Hassoun; Kiran Lakhotia; Phil McMinn; Paolo Tonella; Tanja Vos","Universidad Politécnica de Valencia, Spain; University College London, CREST Centre, U.K.; King's College London, U.K.; University College London, CREST Centre, U.K.; University of Sheffield, U.K.; Fondazione Bruno Kessler, Trento, Italy; Universidad Politécnica de Valencia, Spain","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","53","62","We present an algorithm for constructing fitness functions that improve the efficiency of search-based testing when trying to generate branch adequate test data. The algorithm combines symbolic information with dynamic analysis and has two key advantages: It does not require any change in the underlying test data generation technique and it avoids many problems traditionally associated with symbolic execution, in particular the presence of loops. We have evaluated the algorithm on industrial closed source and open source systems using both local and global search-based testing techniques, demonstrating that both are statistically significantly more efficient using our approach. The test for significance was done using a one-sided, paired Wilcoxon signed rank test. On average, the local search requires 23.41% and the global search 7.78% fewer fitness evaluations when using a symbolic execution based fitness function generated by the algorithm.","","","10.1109/ASE.2011.6100119","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100119","","Software testing and debugging","","","","21","147","","","","","",""
"Automated planning for feature model configuration based on stakeholders' business concerns","Samaneh Soltani; Mohsen Asadi; Marek Hatala; Dragan Gasevic; Ebrahim Bagheri","School of Interactive Art and Technology, Simon Fraser University, Surrey, Canada; School of Interactive Art and Technology, Simon Fraser University, Surrey, Canada; School of Interactive Art and Technology, Simon Fraser University, Surrey, Canada; School of Computing and Information Systems, Athabasca University, Canada; School of Computing and Information Systems, Athabasca University, Canada","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","536","539","In Software Product Line Engineering, concrete products of a family can be generated through a configuration process over a feature model. The configuration process selects features from the feature model according to the stakeholders' requirements. Selecting the right set of features for one product from all the available features in the feature model is a cumbersome task because 1) the stakeholders may have diverse business concerns and limited resources that they can spend on a product and 2) features may have negative and positive contributions on different business concern. Many configurations techniques have been proposed to facilitate software developers' tasks through automated product derivation. However, most of the current proposals for automatic configuration are not devised to cope with business oriented requirements and stakeholders' resource limitations. We propose a framework, which employs an artificial intelligence planning technique to automatically select suitable features that satisfy the stakeholders' business concerns and resource limitations. We also provide tooling support to facilitate the use of our framework.","","","10.1109/ASE.2011.6100118","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100118","","","","","","8","106","","","","","",""
"PRECIS: Inferring invariants using program path guided clustering","Parth Sagdeo; Viraj Athavale; Sumant Kowshik; Shobha Vasudevan","Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, 61801, USA; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, 61801, USA; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, 61801, USA; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, 61801, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","532","535","We propose PRECIS, a methodology for automatically generating invariants at function and loop boundaries through program path guided clustering. We instrument function inputs and outputs together with predicates for branch conditions and record their values during each execution. Program runs that share the same path are grouped together based on predicate words. For each group with sufficient data we use linear regression to express the output as a function of the inputs. Groups with insufficient data are examined as candidates for clustering with neighboring groups. Candidates that share the same output function are merged into a cluster. For each cluster, we write an invariant that summarizes the behavior of the corresponding set of paths. We evaluate our technique using Siemens benchmarks. When compared to Daikon, we find that our method has significant advantages.","","","10.1109/ASE.2011.6100117","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100117","","Software testing and debugging","","","","2","82","","","","","",""
"Deviation management during process execution","Marcos Aurelio Almeida da Silva; Xavier Blanc; Reda Bendraou","LIP6, Paris Universitas, France; LaBRI, Université de Bordeaux 1, France; LIP6, Paris Universitas, France","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","528","531","Software development companies have been putting a lot of effort in adopting process models, however two main issues remain. On the one hand, process models are inherently incomplete, since companies can not capture all possible situations in a single model. On the other hand, managers can not force process participants (agents) to strictly follow these models. The effect of both issues is that companies need to be able to handle deviations during process enactment. In order to make sure that process agents follow the process model and that their deviations get detected and handled, they adopt the so-called Process-centered Software Engineering Environments (PSEEs). Unfortunately, the options proposed by these tools, when it comes to handling a deviation, are rather limited to basically ignoring or forbidding it. In the present work, we face this limitation by presenting an approach for detecting, managing and tolerating agent deviations. Besides, in this paper we present the formal specification for this approach in the Linear Temporal Logic (LTL). It has been used as a the basis of our PSEE prototype.","","","10.1109/ASE.2011.6100116","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100116","","Software development process management","","","","2","51","","","","","",""
"Improving source code search with natural language phrasal representations of method signatures","Emily Hill; Lori Pollock; K. Vijay-Shanker","Deptartment of Computer Science, Montclair State University, NJ 07043, USA; Deptartment of Computer and Information Sciences, University of Delaware, Newark, 19716, USA; Deptartment of Computer and Information Sciences, University of Delaware, Newark, 19716, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","524","527","As software continues to grow, locating code for maintenance tasks becomes increasingly difficult. Software search tools help developers find source code relevant to their maintenance tasks. One major challenge to successful search tools is locating relevant code when the user's query contains words with multiple meanings or words that occur frequently throughout the program. Traditional search techniques, which treat each word individually, are unable to distinguish relevant and irrelevant methods under these conditions. In this paper, we present a novel search technique that uses information such as the position of the query word and its semantic role to calculate relevance. Our evaluation shows that this approach is more consistently effective than three other state of the art search techniques.","","","10.1109/ASE.2011.6100115","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100115","","Information retrieval","","","","13","186","","","","","",""
"Fault-localization using dynamic slicing and change impact analysis","Elton Alves; Milos Gligoric; Vilas Jagannath; Marcelo d'Amorim","Federal University of Pernambuco, Brazil; University of Illinois at Urbana-Champaign, USA; University of Illinois at Urbana-Champaign, USA; Federal University of Pernambuco, Brazil","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","520","523","Spectrum-based fault-localization tools, such as Tarantula, have been developed to help guide developers towards faulty statements in a system under test. These tools report statements ranked in order of suspiciousness. Unfortunately, the reported statements can often be unrelated to the error. This paper evaluates the impact of several approaches to ignoring such unrelated statements in order to improve the effectiveness of fault-localization tools.","","","10.1109/ASE.2011.6100114","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100114","","Software testing and debugging","","","","12","139","","","","","",""
"Using model-based assurance to strengthen diagnostic procedures","Robyn Lutz; Jeremy Johnson; Ann Patterson-Hine","Jet Propulsion Lab, California Institute of Technology & Iowa State University, USA; SGT/NASA Ames Research Center, Moffett Field, CA USA; NASA Ames Research Center, Moffett Field, CA USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","516","519","In previous work we described Diagnostic Tree for Verification (DTV), a partially automated software engineering technique by which diagnostic trees generated from system models are used to help check out diagnostic procedures. Diagnostic procedures are instructions used to isolate failures during operations. Assuring such procedures manually is time-consuming and costly. This paper reports our recent experience in applying DTV to diagnostic procedures for lighting failures in NASA's Habitat Demonstration Unit (HDU), a prototype for astronauts' living quarters. DTV identified missing and inconsistent instructions, as well as more-efficient sequences of diagnostic steps. Unexpectedly, the most significant benefit was finding assumptions that will not remain true as the system evolves. We describe both the challenges faced in applying DTV and how its independent perspective helped in assuring the procedures' adequacy and quality. Finally, the paper discusses more generally how software systems that are model-based, rapidly evolving and safety-critical appear most likely to benefit from this approach.","","","10.1109/ASE.2011.6100113","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100113","","","","","","1","52","","","","","",""
"Inferred dependence coverage to support fault contextualization","Fang Deng; James A. Jones","Department of Informatics, University of California, Irvine, 92617-3440, USA; Department of Informatics, University of California, Irvine, 92617-3440, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","512","515","This paper provides techniques for aiding developers' task of familiarizing themselves with the context of a fault. Many fault-localization techniques present the software developer with a subset of the program to inspect in order to aid in the search for faults that cause failures. However, typically, these techniques do not describe how the components of the subset relate to each other in a way that enables the developer to understand how these components interact to cause failures. These techniques also do not describe how the subset relates to the rest of the program in a way that enables the developer to understand the context of the subset. In this paper, we present techniques for providing static and dynamic relations among program elements that can be used as the basis for the exploration of a program when attempting to understand the nature of faults.","","","10.1109/ASE.2011.6100112","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100112","","Software testing and debugging","","","","2","60","","","","","",""
"Supporting activity based computing paradigm in global software development","Paolo Tell; Muhammad Ali Babar","Software Development Group, IT University of Copenhagen, Denmark; Software Development Group, IT University of Copenhagen, Denmark","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","508","511","Global software development (GSD) teams have to use multiple tools to perform both complex and even simple tasks involving many context switches that can be frustrating. To lessen these issues, researchers are looking at providing new plug-ins whereas commercial vendors are flooding the market with comprehensive solutions often in the form of platforms. The current file- and application- oriented desktop metaphor can hardly support the collaborative and distributed nature of GSD teams. We assert that the Activity-Based Computing (ABC) paradigm has the potential for addressing the tool support related challenges of GSD. We have been incrementally designing and developing a flexible middleware (ABC4GSD) for supporting ABC in GSD. In this paper we present the theoretical foundations underpinning our approach and the architectural overview of a middleware for supporting ABC in GSD. Moreover, we briefly present a prototype leveraging the features provided by the middleware as a proof of concept.","","","10.1109/ASE.2011.6100111","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100111","","Distributed systems organizing principles","","","","0","132","","","","","",""
"Client-side web application slicing","Josip Maras; Jan Carlson; Ivica Crnkovic","Department for Modelling and Intelligent Systems, University of Split, Croatia; Mälardalen Real-Time Research Center, Mälardalen University, Västerås, Sweden; Mälardalen Real-Time Research Center, Mälardalen University, Västerås, Sweden","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","504","507","Highly interactive web applications that offer user experience and responsiveness of standard desktop applications are becoming prevalent in the web application domain. However, with these benefits come certain drawbacks. For example, the event-based architectural style, and poor support for code organization, often lead to a situation where code responsible for a certain behavior is intermixed with irrelevant code. This makes development, debugging and reuse difficult. One way of locating code implementing a certain behavior is program slicing, a method that, given a subset of a program's behavior, reduces the program to a minimal form that still produces that behavior. In this paper we present a semi-automatic client-side web application slicing method, describe the web page dependency graph, and show how it can be used to extract only the code implementing a certain behavior.","","","10.1109/ASE.2011.6100110","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100110","","Software testing and debugging","","","","6","103","","","","","",""
"GitBAC: Flexible access control for non-modular concerns","Mark Robinson; Jianwei Niu; Macneil Shonle","University of Texas at San Antonio, One UTSA Circle, 78249-1644, USA; University of Texas at San Antonio, One UTSA Circle, 78249-1644, USA; University of Texas at San Antonio, One UTSA Circle, 78249-1644, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","500","503","Today's techniques for controlling access to software artifacts are limited to restricting access to whole files and directories. But when a company's access control policy does not match a project's existing physical modularization, these techniques require either an all-or-nothing approach or re-modularization of the files and directories. The increased maintenance overhead this brings to project administration can lead to unimplemented or insufficient developer access control and an increased risk of insider security incidents (e.g., theft of intellectual property). We have created a tool (GitBAC) to provide access control of software artifacts using a crosscutting concern instead of artifact modularization. Our method provides fine-grained access control of artifacts and accommodates flexible access control policies.","","","10.1109/ASE.2011.6100109","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100109","","Computer crime","","","","0","67","","","","","",""
"Diagnosis of software failures using computational geometry","Edward Stehle; Kevin Lynch; Maxim Shevertalov; Chris Rorres; Spiros Mancoridis","Department of Computer Science, College of Engineering, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, USA; Department of Computer Science, College of Engineering, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, USA; Department of Computer Science, College of Engineering, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, USA; Department of Computer Science, College of Engineering, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, USA; Department of Computer Science, College of Engineering, Drexel University, 3141 Chestnut Street, Philadelphia, PA 19104, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","496","499","Complex software systems have become commonplace in modern organizations and are considered critical to their daily operations. They are expected to run on a diverse set of platforms while interoperating with a wide variety of other applications. Although there have been advances in the discipline of software engineering, software faults, and malicious attacks still regularly cause system downtime [1]. Downtime of critical applications can create additional work, cause delays, and lead to financial loss [2]. This paper presents a computational geometry technique to tackle the problem of timely failure diagnosis during the execution of a software application. Our approach to failure diagnosis involves collecting a set of software metrics and building a geometric enclosures corresponding to known classes of faults. The geometric enclosures are then used to partition the state space defined by the metrics","","","10.1109/ASE.2011.6100108","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100108","","","","","","0","60","","","","","",""
"Statistical debugging with elastic predicates","Ross Gore; Paul F. Reynolds; David Kamensky","Dept. of Computer Science, University of Virginia, Charlottesville, USA; Dept. of Computer Science, University of Virginia, Charlottesville, USA; Institute of Computational Engineering and Sciences, University of Texas at Austin, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","492","495","Traditional debugging and fault localization methods have addressed localization of sources of software failures. While these methods are effective in general, they are not tailored to an important class of software, including simulations and computational models, which employ floating-point computations and continuous stochastic distributions to represent, or support evaluation of, an underlying model. To address this shortcoming, we introduce elastic predicates, a novel approach to predicate-based statistical debugging. Elastic predicates introduce profiling of values assigned to variables within a failing program. These elastic predicates are better predictors of software failure than the static and uniform predicates used in existing techniques such as Cooperative Bug Isolation (CBI). We present experimental results for established fault localization benchmarks and widely used simulations that show improved effectiveness.","","","10.1109/ASE.2011.6100107","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100107","","Software testing and debugging","","","","7","86","","","","","",""
"Towards an approach and framework for test-execution plan derivation","Soham Sundar Chakraborty; Vipul Shah","Advanced Micro Devices, Bangalore, India; Tata Research Development and Design Centre, Pune, India","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","488","491","In industrial test and maintenance projects, test execution plans are important for performing test cycle in a time constrained manner with the objective, of delivering the expected quality by effective utilization of resources. To take advantage of the inherent parallelism in test suites, multiple resources are often deployed to test an application. The resource allocation is however driven more by costs and risks and does not exploit the parallelism. Test execution plans are often static in nature and are not well equipped to handle dynamically occurring events like abends, and changes in resource availability and test requirements. Derivation of test plans is a cumbersome activity, as it also needs to take into account test execution order, violation of which may result in unexpected failures. In this paper, we describe an approach to derive a test execution plan to facilitate parallel execution, given resource availability and test case dependencies. The execution plan provides workload distribution and scheduling of the test cases in a test suite. The case studies on test projects have shown that the derived test plans can contribute significantly towards improving the test execution cycles of the test suites.","","","10.1109/ASE.2011.6100106","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100106","","Software testing and debugging","","","","1","76","","","","","",""
"Run-time systems failure prediction via proactive monitoring","Pengcheng Zhang; Henry Muccini; Andrea Polini; Xuandong Li","State Key Laboratory of Novel Software Technology, Nanjing University, China 210093; Dipartimento di Informatica, University of L'Aquila, Italy; Computer Science Division, School of Science and Technologies, University of Camerino, Italy; State Key Laboratory of Novel Software Technology, Nanjing University, China 210093","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","484","487","In run-time evolving systems, components may evolve while the system is being operated. Unsafe run-time changes may compromise the correct execution of the entire system. Traditional design-time verification techniques difficultly cope with run-time changes, and run-time monitoring may detect disfunctions only too late, when the failure arises. The desire would be to define advanced monitors with the ability to predict and prevent the potential errors happening in the future. In this direction, this paper proposes CASSANDRA, a new approach that by combining design-time and run-time analysis techniques, can look ahead in the near execution future, and predict potential failures. During run-time we on-the-fly construct a model of the future k-step global state space according to design-time specifications and the current execution state. Consequently, we can run-time check whether possible failures might happen in the future.","","","10.1109/ASE.2011.6100105","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100105","","","","","","1","102","","","","","",""
"GRoundTram: An integrated framework for developing well-behaved bidirectional model transformations","Soichiro Hidaka; Zhenjiang Hu; Kazuhiro Inaba; Hiroyuki Kato; Keisuke Nakano","National Institute of Informatics, Japan; National Institute of Informatics, Japan; National Institute of Informatics, Japan; National Institute of Informatics, Japan; University of Electro-Communications, Japan","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","480","483","Bidirectional model transformation is useful for maintaining consistency between two models, and has many potential applications in software development including model synchronization, round-trip engineering, and software evolution. Despite these attractive uses, the lack of a practical tool support for systematic development of well-behaved and efficient bidirectional model transformation prevents it from being widely used. In this paper, we solve this problem by proposing an integrated framework called GRoundTram, which is carefully designed and implemented for compositional development of well-behaved and efficient bidirectional model transformations. GRoundTram is built upon a well-founded bidirectional framework, and is equipped with a user-friendly language for coding bidirectional model transformation, a new tool for validating both models and bidirectional model transformations, an optimization mechanism for improving efficiency, and a powerful debugging environment for testing bidirectional behavior. GRoundTram has been used by people of other groups and their results show its usefulness in practice.","","","10.1109/ASE.2011.6100104","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100104","","","","","","16","65","","","","","",""
"Extracting structured data from natural language documents with island parsing","Alberto Bacchelli; Anthony Cleve; Michele Lanza; Andrea Mocci","Faculty of Informatics, Univ. of Lugano, Switzerland; Faculty of Informatics, University of Namur, Belgium; Faculty of Informatics, Univ. of Lugano, Switzerland; DEI, Politecnico di Milano, Italy","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","476","479","The design and evolution of a software system leave traces in various kinds of artifacts. In software, produced by humans for humans, many artifacts are written in natural language by people involved in the project. Such entities contain structured information which constitute a valuable source of knowledge for analyzing and comprehending a system's design and evolution. However, the ambiguous and informal nature of narrative is a serious challenge in gathering such information, which is scattered throughout natural language text. We present an approach-based on island parsing-to recognize and enable the parsing of structured information that occur in natural language artifacts. We evaluate our approach by applying it to mailing lists pertaining to three software systems. We show that this approach allows us to extract structured data from emails with high precision and recall.","","","10.1109/ASE.2011.6100103","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100103","","","","","","14","83","","","","","",""
"Tracing requirements to tests with high precision and recall","Celal Ziftci; Ingolf Krueger","Computer Science Department, University of California at San Diego, USA; Computer Science Department, University of California at San Diego, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","472","475","Requirements traceability is linking requirements to software artifacts, such as source code, test-cases and configuration files. For stakeholders of software, it is important to understand which requirements were tested, whether sufficiently, if at all. Hence tracing requirements in test-cases is an important problem. In this paper, we build on existing research and use features, realization of functional requirements in software [15], to automatically create requirements traceability links between requirements and test-cases. We evaluate our approach on a chat system, Apache Pool [21] and Apache Log4j [11]. We obtain precision/recall levels of more than 90%, an improvement upon currently existing Information Retrieval approaches when tested on the same case studies.","","","10.1109/ASE.2011.6100102","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100102","","Software testing and debugging","","","","2","155","","","","","",""
"Exploring caching for efficient collection operations","Swetha Surapaneni; Venkata Krishna Suhas Nerella; Sanjay K. Madria; Thomas Weigert","Department of Computer Science, Missouri University of Science and Technology, Rolla, USA; Department of Computer Science, Missouri University of Science and Technology, Rolla, USA; Department of Computer Science, Missouri University of Science and Technology, Rolla, USA; Department of Computer Science, Missouri University of Science and Technology, Rolla, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","468","471","Many useful programs operate on collection types. Extensive libraries are available in many programming languages, such as the C++ Standard Template Library, which make programming with collections convenient. Extending programming languages to provide collection queries as first class constructs in the language would not only allow programmers to write queries explicitly in their programs but it would also allow compilers to leverage the wealth of experience available from the database domain to optimize such queries. This paper describes an approach to reducing the run time of programs involving explicit collection queries by leveraging a cache to store previously computed results. We propose caching the results of join (sub)queries which allows queries that miss the cache entirely to be answered partially from the cache thereby improving the query execution time. We also describe an effective cache policy to determine which join (sub)queries to cache. The cache is maintained incrementally, when the underlying collections change, and use of the cache space is optimized by a cache replacement policy.","","","10.1109/ASE.2011.6100101","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100101","","Database query processing and optimization (theory)","","","","0","55","","","","","",""
"A case for alloy annotations for efficient incremental analysis via domain specific solvers","Svetoslav Ganov; Sarfraz Khurshid; Dewayne E. Perry","Electrical and Computer Engineering, University of Texas at Austin, USA; Electrical and Computer Engineering, University of Texas at Austin, USA; Electrical and Computer Engineering, University of Texas at Austin, USA","ASE '11: Proceedings of the 2011 26th IEEE/ACM International Conference on Automated Software Engineering","","2011","","","464","467","Alloy is a declarative modelling language based on first-order logic with sets and relations. Alloy formulas are checked for satisfiability by the fully automatic Alloy Analyzer. The analyzer, given an Alloy formula and a scope, i.e. a bound on the universe of discourse, searches for an instance i.e. a valuation to the sets and relations in the formula, such that it evaluates to true. The analyzer translates the Alloy problem to a propositional formula for which it searches a satisfying assignment via an off-the-shelf propositional satisfiability (SAT) solver. The SAT solver performs an exhaustive search and increasing the scope leads to the combinatorial explosion problem. We envision annotations, a meta-data facility used in imperative languages, as a means of augmenting Alloy models to enable more efficient analysis by specifying the priority, i.e. order of solving, of a given constraint and the slover to be used. This additional information would enable using the solutions to a particular constraint as partial solutions to the next in case constraint priority is specified and using a specific solver for reasoning about a given constraint in case a constraint solver is specified.","","","10.1109/ASE.2011.6100100","","https://dl.acm.org/doi/pdf/10.1109/ASE.2011.6100100","","","","","","2","48","","","","","",""
